code       product_name                              
SW-SW2048  SAFFOLA OATS CLASSIC 150G                 
SW-SW2049  SAFFOLA OATS CLASSIC 38G                  
SW-SW2051  SAFFOLA OATS TOMATO 38G                   
SW-SW2053  SAFFOLA OATS VEGGIE 38G                   
SW-SW2054  SAFFOLA OATS VEGGIE 500G                  
SW-SW2056  SAJI FUL 250G                             
SW-SW2058  SANCHI GHEE 200ML                         
SW-SW2060  SANIDHYA AATA 10KG                        
SW-SW2062  SANIDYA GOLD ATTA LOOSE                   
SW-SW2064  SANTOOR HANDWASH 10MRP                    
SW-SW2066  SANWALIYA TEA 250GM                       
SW-SW2067  SANWALIYA TEA 500GM                       
SW-SW2071  SARASWATI KAPOOR 15GM                     
SW-SW2078  SARSO DAL 500G                            
SW-SW2079  SARSO DAL LOOSE                           
SW-SW2082  SCALE RS10                                
SW-SW2083  SCALE RS5                                 
SW-SW2084  SCHOOL BAG                                
SW-SW2085  SCHOOL NOTEBOOK STICER RS10               
SW-SW2086  SCHOOL SCISSOR RS70                       
SW-SW2094  SEWAIYAN DIYA GOLD 1KG                    
SW-SW2096  SHALMAR DRY FRUIT 250GM                   
SW-SW2105  SKORE N.THING CHOCOLATE 10N               
SW-SW2106  SKORE N.THING CLIMAX DELAY 10N            
SW-SW2109  SKORE ORANGE 3N                           
SW-SW2112  SKORE STRAWBERRY 3 N                      
SW-SW2122  SOAP TRY                                  
SW-SW2123  SOFTOUCH FABRIC CONDITIONER 210ML         
SW-SW2126  SOFY AB PAD XXL 6 PAD                     
SW-SW2133  SONA SINGADA AATA 200GM                   
SW-SW2136  SONPARI BHAGAR MORDHAN 500GM              
SW-SW2138  SOPH 250G                                 
SW-SW2139  SOPH BADWANI LOOSE                        
SW-SW2141  SOPH BARIK 250G                           
SW-SW2142  SOPH MITHI                                
SW-SW2143  SOPH MITHI 100G                           
SW-SW2144  SOPH MITHI 50GM                           
SW-SW2145  SOTH 100G                                 
SW-SW2150  SOYA BADI LOOSE                           
SW-SW2151  SOYA SAUCE 705 GM                         
SW-SW2152  SPIC TOILET CLEANER 500ML                 
SW-SW2165  STAPLE PIN RS10                           
SW-SW2166  STAPLE RS75                               
SW-SW2167  STAYFREE PAD XL 18                        
SW-SW2170  STEEL ALEXA LUCH BOX                      
SW-SW2171  STEEL CLIP SET                            
SW-SW2172  STEEL STAINER BIG                         
SW-SW2173  STEEL STRAINER                            
SW-SW2174  STEEL WORLD LUNCH BOX S                   
SW-SW2175  STICKOBAND                                
SW-SW2176  STREAX COLOUR SHAMPOO RS15                
SW-SW2183  STRIPLE FILE RS10                         
SW-SW2184  SUGAR 250 GM                              
SW-SW2185  SUGAR 500GM                               
SW-SW2186  SUGAR BURU 1KG                            
SW-SW2187  SUGAR LOOSE                               
SW-SW2188  SUGER BURU 500G                           
SW-SW2197  SUNFEAST DARK FANTASY 230 GM              
SW-SW2204  SUNFEAST MM BISCUIT MRP 10                
SW-SW2205  SUNFEAST MM CASHEW RS40                   
SW-SW2208  SUNFEAST MOM'S MAGIC 544 GM               
SW-SW2209  SUNFEST DATK FANTASY 69 GM                
SW-SW2213  SUNNY FLOOR CLEANER 200ML                 
SW-SW2216  SUNRISE COFFE POUCH                       
SW-SW2219  SUNSILK SHAMPOO MRP1                      
SW-SW2220  SUNSILK SHAMPOO RS1                       
SW-SW2221  SUPARI 25GM                               
SW-SW2222  SUPARI ROASTED 25G                        
SW-SW2224  SURF EXCEL EASY WASH 1KG                  
SW-SW2228  SURF EXCEL LIQUID TL RS10                 
SW-SW2229  SURF EXCEL LQUID FL 1LT.                  
SW-SW2231  SURF EXCEL SOAP 200G*4                    
SW-SW2232  SURF EXCEL SOAP RS10                      
SW-SW2234  SWAGAT MOONG PAPAD 200G                   
SW-SW2237  T CLEANER BOTTLE 1L                       
SW-SW2238  T. DRINKING CHOCOLATE 100G                
SW-SW2243  TAAZA TEA 500G                            
SW-SW2246  TALATI MEETA SODA 100GM                   
SW-SW2247  TALATI RAI DAL 200GM                      
SW-SW2249  TALATI ROCK SALT 500GM                    
SW-SW2250  TALATI SARSO DAL 200GM                    
SW-SW2251  TANG LEMON 500G                           
SW-SW2254  TANG MANGO 75G                            
SW-SW2255  TANG ORANGE 75GM                          
SW-SW2257  TARBUJ MAGAJ LOOSE                        
SW-SW2258  TATA AGNI 90G                             
SW-SW2259  TATA AGNI TEA 500G                        
SW-SW2260  TATA ALL-IN-1 COFFEE RS10                 
SW-SW2262  TATA COFFEE 2 MRP                         
SW-SW2263  TATA COFFEE 200G*5N                       
SW-SW2265  TATA MASALA OATS                          
SW-SW2266  TATA OATS MASALA 18MRP                    
SW-SW2267  TATA ROCK SALT 1KG                        
SW-SW2274  TEA STRAINER BIG PLASTIC                  
SW-SW2277  TEJ PATTA LOOSE                           
SW-SW2278  TEJ PTTA 25GM                             
SW-SW2285  THUMS UP                                  
SW-SW2289  THUNDER 1000                              
SW-SW2298  TIL WHITE 250GM                           
SW-SW2299  TILL LOOSE                                
SW-SW2300  TILLI DHULI                               
SW-SW2301  TONGUE CLEANER RS5                        
SW-SW2303  TRESEMME COND. HF RS4                     
SW-SW2304  TRESEMME COND. S&S RS4                    
SW-SW2307  TRESEMME SHAMPOO HF RS2                   
SW-SW2308  TRESEMME SHAMPOO KS RS2                   
SW-SW2309  TRUPTI RUSK ATTA 400G                     
SW-SW2317  TUVER DAL 1KG                             
SW-SW2318  TUVER DAL 500G                            
SW-SW2319  TUVER DAL LOOSE                           
SW-SW2320  TUVER DAL TEEN EKKA 1KG                   
SW-SW2322  TUVER DAL TEEN EKKA LOOSE                 
SW-SW2323  TWINGLE TUMES MINI 22GM                   
SW-SW2324  UDAD DAL 1KG                              
SW-SW2325  UDAD DAL 500GM                            
SW-SW2326  UDAD DAL CHILKA 1KG                       
SW-SW2327  UDAD DAL CHILKA 500GM                     
SW-SW2328  UDAD KHADA 250GM                          
SW-SW2338  URAD DAL LOOSE                            
SW-SW2339  URF EXCEL EASY WASH 500GM                 
SW-SW2343  UTSAV MOONG BADI 200G                     
SW-SW2344  V WASH 20ML                               
SW-SW2345  VACUMM SS BOTTLE                          
SW-SW2350  VARLAXMI SABUDANA 500 GM                  
SW-SW2351  VASELINE GLUTA-HYA 70ML                   
SW-SW2353  VASHMOL HAIR OIL 100ML                    
SW-SW2355  VATIKA SHAMPOO RS1                        
SW-SW2356  VEET HR DRY SKIN 30G                      
SW-SW2358  VENTO BOTTLE                              
SW-SW2360  VENUS WIPER                               
SW-SW2362  VERMICELLI LOOSE                          
SW-SW2363  VESELINE LOTION DEEP 85ML                 
SW-SW2364  VI JOHN PREMIUM SC RS99                   
SW-SW2372  VICCO WSO T CREAM 30G                     
SW-SW2373  VICKS INHALER RS64                        
SW-SW2376  VICO SAUNF PASTE 160GM                    
SW-SW2383  VIM DROP 750ML                            
SW-SW2387  VINEGER 700ML                             
SW-SW2388  VINNIE PISTA ROASTED 250G                 
SW-SW2389  VINUS CREME SOAP 400                      
SW-SW2393  VPOSH SPORTS BOTTLE                       
SW-SW2399  WALNUT LOOSE                              
SW-SW2400  WATER BOTTLE CAPY BARA                    
SW-SW2401  WATER BOTTLE KIDS                         
SW-SW2402  WATER BOTTLE KIDS MEDIUM                  
SW-SW2407  WF COCA POWDER 25 GM                      
SW-SW2410  WHEEL SOAP RS10                           
SW-SW2422  WHITE TIL 250GM                           
SW-SW2424  WHITE TONE FACE POWDER 55GM               
SW-SW2426  WHITE TONE POWDER 35G                     
SW-SW2432  WOODEN BUDS 100N                          
SW-SW2435  XPERT DISHWASH BAR 540GM                  
SW-SW2439  YARDLEY DEO ROLLON RS125                  
